latitude_deg,longitude_deg,part_index
20.81615452,107.34048358,72
20.80654494,107.38270632,72
NaN,NaN,NaN
20.85477886,106.98769240,73
20.82513206,106.91343912,73
20.72099270,107.05701112,73
20.85477886,106.98769240,73
NaN,NaN,NaN
20.81958637,107.49321975,74
20.91976175,107.56261190,74
20.90707199,107.52442786,74
20.81958637,107.49321975,74
NaN,NaN,NaN
20.87208385,107.33460911,75
20.96502456,107.41832028,75
20.93999455,107.33240618,75
20.87208385,107.33460911,75
NaN,NaN,NaN
20.89300911,107.40143118,76
20.99073597,107.48954821,76
20.96571026,107.42566336,76
20.89300911,107.40143118,76
NaN,NaN,NaN
20.99244991,107.84348491,77
20.99107876,107.79318477,77
20.97805223,107.75389927,77
20.99244991,107.84348491,77
NaN,NaN,NaN
20.88820685,107.47559634,78
21.04351619,107.54572281,78
20.94719539,107.47633065,78
20.88820685,107.47559634,78
NaN,NaN,NaN
20.98148038,107.57693092,79
21.09970313,107.62796536,79
21.07538090,107.59235140,79
20.98148038,107.57693092,79
NaN,NaN,NaN
21.10073074,107.82439289,80
21.11100647,107.81778411,80
21.12230895,107.79795778,80
21.10073074,107.82439289,80
NaN,NaN,NaN
21.03538788,107.50323572,81
21.11760996,107.58477333,81
21.10292296,107.54106729,81
21.03538788,107.50323572,81
NaN,NaN,NaN
21.13121333,107.86992001,82
21.15689604,107.86698278,82
21.14354159,107.85266376,82
21.13121333,107.86992001,82
NaN,NaN,NaN
21.15312952,107.66835233,83
21.20961723,107.69038158,83
21.15758085,107.65623624,83
21.15312952,107.66835233,83
NaN,NaN,NaN
21.20657772,108.02206874,84
21.21468295,108.01689920,84
21.20854930,108.00585520,84
21.20657772,108.02206874,84
NaN,NaN,NaN
21.23658678,107.98000754,85
21.25126052,107.96590882,85
21.23549166,107.96003435,85
21.23658678,107.98000754,85
NaN,NaN,NaN
21.24726371,107.58427400,86
21.26197745,107.57436084,86
21.25889795,107.54866004,86
21.24726371,107.58427400,86
NaN,NaN,NaN
21.28319001,107.77262414,87
21.28934793,107.79465339,87
21.29037422,107.75940658,87
21.28319001,107.77262414,87
NaN,NaN,NaN
21.23939297,107.64228438,88
21.30816218,107.73370578,88
21.29379515,107.69001443,88
21.23939297,107.64228438,88
NaN,NaN,NaN
21.36698392,107.76491390,89
21.37074497,107.75500073,89
21.36117119,107.74582187,89
21.36698392,107.76491390,89
NaN,NaN,NaN
23.30280444,105.40452087,90
23.39357409,105.31737328,90
