latitude_deg,longitude_deg,part_index
23.08880011,106.29624526,3
22.97729332,106.39819433,3
22.94437227,106.81767226,3
22.79357261,106.83466377,3
22.61091386,106.63819942,3
22.45480435,106.73908652,3
22.17019654,106.68067820,3
21.71354968,107.44211029,3
21.70399195,108.34478432,3
22.06824747,108.53593882,3
21.75709043,108.78656361,3
21.69443423,109.05842779,3
21.51177548,109.11896005,3
21.76558618,109.52888026,3
21.61903440,109.64038705,3
21.57230774,109.97596939,3
21.22185782,109.66799825,3
20.52732981,109.74021218,3
20.37759211,109.94198637,3
20.23953609,109.88570199,3
20.22679245,110.21066464,3
20.25652760,110.38270369,3
20.51352420,110.56323850,3
21.18044102,110.22128434,3
21.24522115,110.39438536,3
21.14539602,110.56430047,3
21.25477888,110.45597958,3
21.43743762,110.69173680,3
21.57124577,111.63051779,3
21.87072116,112.13389131,3
21.88346479,112.56717484,3
21.69655817,112.60540574,3
21.84523389,112.69885906,3
21.70080604,112.90700507,3
21.91744781,112.85603053,3
21.90045630,113.07267230,3
22.25727803,113.16187774,3
22.04488415,113.41250252,3
22.34648347,113.48046857,3
22.20205562,113.71410185,3
22.83074154,113.65887944,3
22.32630605,114.26420202,3
22.46330011,114.46491425,3
22.58861250,114.33853988,3
22.49091131,114.64969693,3
22.75746564,114.71553904,3
22.52489434,114.99908488,3
22.76808534,115.30174617,3
22.62790537,115.58316807,3
22.83074154,115.72228607,3
22.71073899,115.98140662,3
22.88808789,116.56761375,3
23.12915495,116.85965535,3
23.34261081,116.72478523,3
23.26190113,117.00408319,3
23.39146140,117.20479542,3
23.47004714,117.14001528,3
23.63783832,117.62108744,3
23.82793085,117.58179457,3
23.74084935,117.75170968,3
23.95961506,117.83029542,3
24.07961761,118.10959339,3
24.34298603,118.08729203,3
24.47042236,118.73190748,3
24.77733153,118.78288202,3
24.82618213,119.10996861,3
24.93025513,119.02076317,3
25.15964053,119.36696521,3
25.20424325,119.26501615,3
25.37840624,119.31599068,3
25.36778654,119.93618084,3
25.55469317,119.86502888,3
25.43893850,119.73122073,3
25.55256923,119.58679289,3
25.67469572,119.72060104,3
25.98372882,119.66113075,3
26.24284937,119.85016131,3
26.61347671,119.72484892,3
26.54551066,120.17937184,3
26.66020336,119.94361462,3
26.88215498,120.29300257,3
27.15826703,120.41725300,3
27.20924157,120.61053144,3
28.24784768,121.09691344,3
28.25634344,121.22434978,3
28.06731288,121.30930733,3
28.31475176,121.59285317,3
28.64927214,121.52488713,3
29.39902257,121.95604673,3
29.61991221,121.76276829,3
29.81956247,122.25764605,3
30.02558454,122.33623179,3
30.09992240,121.95392279,3
29.91726366,121.72241345,3
30.27833327,121.24452720,3
30.02770848,120.74964943,3
30.15939269,120.39495164,3
30.27833327,120.42043890,3
30.31231629,120.88133364,3
30.53745381,121.02363755,3
30.87516010,121.78613161,3
31.43587996,121.81799070,3
31.63446825,122.00914520,3
32.04014058,121.65763331,3
32.09748693,121.35815793,3
32.35235960,121.34860020,3
32.59767454,120.81761548,3
32.89290205,120.82823517,3
34.22885961,120.09760019,3
34.78108372,119.01439136,3
35.37578661,119.40094824,3
35.87916013,120.05936929,3
36.02783585,119.98078355,3
36.01721616,120.52026403,3
36.46324333,120.69230308,3
36.84555233,121.65657134,3
36.96661684,122.12277593,3
36.78502007,122.34260360,3
37.00803365,122.56774113,3
37.42644961,122.68455777,3
37.55176201,122.01339308,3
37.45406082,121.46116896,3
37.79813892,120.91319273,3
37.84911345,120.46822753,3
37.10785878,119.61546606,3
37.09511515,119.11209255,3
37.31175691,118.79350171,3
37.66008289,118.83385655,3
37.87672466,118.67880901,3
38.05725947,118.25933108,3
37.99885115,117.83348133,3
38.30682229,117.49896096,3
38.74647764,117.43099491,3
39.01621788,117.55843125,3
39.12560073,117.83666724,3
39.01834182,118.21366639,3
39.12560073,118.82111292,3
39.51109564,118.96713372,3
39.65977136,119.15669526,3
40.24066865,120.50008661,3
40.45731042,120.56592872,3
40.83112366,121.07567405,3
40.90121365,121.90401022,3
40.47005405,122.33941770,3
40.06862960,122.00171141,3
39.86685540,121.56842788,3
39.56525608,121.28275810,3
39.33799462,121.79356540,3
39.07993604,121.64170377,3
39.06931635,121.40276064,3
38.81338171,121.06399239,3
38.76346915,121.30399748,3
39.63322213,122.88208408,3
39.96986644,124.56636763,3
40.22261517,124.71291941,3
40.51040889,125.13452128,3
41.05519921,126.39720295,3
41.41095898,126.85703572,3
41.85167630,127.03863250,3
41.90689871,127.38802045,3
41.64884014,127.76395763,3
41.59680363,128.56362062,3
41.81450737,128.70380059,3
42.09805321,128.49353064,3
42.21805576,128.64857818,3
